POLARITY		CONCEPT
negative		detrimental
positive		detrimental_additive
negative		detrimental_effect
positive		detrimental_metal
negative		detrimental_microorganism
negative		detrimentally
negative		detrital
negative		detrition
positive		detrition_halt
negative		detrition_wheat
negative		detritivore
negative		detritus
negative		detrusor
negative		detrusor_brawn
negative		detrusor_contraction
positive		detrusor_hyperreflexia
negative		detrusor_muscle
negative		detrusor_muscleman
negative		detrusor_muscular_tissue
negative		detrusor_muscularity
negative		detrusor_overactivity
negative		detrusor_sinew
negative		deucalion
negative		deuce
positive		deuce_ace
positive		deus_ex_machina
negative		deuteranomaly
negative		deuteranope
negative		deuteranopia
negative		deuteranopic
positive		deuteranopic_assassin
positive		deuteranopic_melon
negative		deuteranopic_pig
negative		deutero_isaiah
positive		deuteron
positive		deuteronomic
positive		deuteronomy
negative		devastate
negative		devastator
negative		devdas_gandhi
positive		develop
negative		develop_apart
positive		develop_knowledge
negative		develop_pelvic_inflammatory
negative		develop_preeclampsia
positive		develop_silence
positive		develop_steeply
positive		develop_verbal_fluency
positive		developable_surface
negative		developed_frown_lobe
negative		developed_glower_lobe
negative		developed_lower_berth_lobe
negative		developed_lower_lobe
positive		developer
positive		developer_kit
positive		developers
positive		developing_alzheimer_disease
positive		developing_heart_disease
negative		developing_lung_cancer
positive		development
positive		development_asset
negative		development_environment
negative		development_hormone_secretagogue
positive		development_investment
positive		development_kit_sdk
positive		development_model
positive		development_outfit_sdk
positive		development_polymerization
negative		development_standard
negative		development_tool
positive		developmental
positive		developmental_anatomy
negative		developmental_anomaly
positive		developmental_aphasia
negative		developmental_biology
negative		developmental_deceleration
negative		developmental_defect
positive		developmental_delay
negative		developmental_disability
positive		developmental_disease
negative		developmental_dyslexia
positive		developmental_general_anatomy
negative		developmental_lag
negative		developmental_mental_retardation
positive		developmental_plasticity
positive		developmental_psychologist
negative		developmental_retardant
negative		developmental_retardation
negative		developmental_retardent
positive		developmental_shape
negative		developmental_slowdown
positive		developmental_soma
positive		developmentally
negative		devensian
negative		devi
negative		deviance
negative		deviancy
negative		deviant
negative		deviant_behavior
negative		deviant_from
negative		deviant_gait
negative		deviant_intersexual
negative		deviant_intimate
negative		deviant_posture
negative		deviant_sexual
negative		deviant_sexual_behavior
negative		deviant_sexual_intercourse
negative		deviant_sexy
negative		deviant_sperm
negative		deviant_unisexual
negative		deviate
negative		deviate_from
negative		deviate_gait
negative		deviate_intersexual_intercourse
negative		deviate_intimate_intercourse
negative		deviate_posture
negative		deviate_sexual
negative		deviate_sexual_carnal_knowledg
negative		deviate_sexual_coition
negative		deviate_sexual_copulation
negative		deviate_sexual_intercourse
negative		deviate_sexual_relation
negative		deviate_sexual_sexual_intercourse
negative		deviate_sexual_sexual_relation
negative		deviate_sexual_social_intercourse
negative		deviate_sexy_intercourse
negative		deviate_sperm
negative		deviate_unisexual_intercourse
negative		deviated_from
negative		deviates_from
negative		deviating_from
negative		deviation
negative		devil
negative		devil_may_care
negative		devilment
negative		devilry
negative		deviltry
positive		devin_toner
negative		devious
positive		devise
negative		devised_statistic
positive		devisee
negative		devitalize
negative		devitrification
positive		devnetrouter
negative		devo_max
negative		devoid
negative		devoid_soil
negative		devolution
negative		devolution_max
negative		devolution_referendum
negative		devolutionary
negative		devolve
positive		devolve_arch
negative		devolve_asleep
negative		devolve_dead
positive		devolve_on
positive		devolve_on_bicycle
negative		devolve_power
negative		devolve_volley
negative		devolved_administration
negative		devolved_assembly
negative		devolved_disposal
negative		devolved_governance
negative		devolved_organization
negative		devolved_presidency
negative		devolvement
negative		devolvement_referendum
negative		devolves
negative		devolving_power
positive		devon_rex
negative		devonshire_cream
positive		devote
positive		devotee
positive		devourer
positive		devouring
positive		devout
positive		devout_catholic
positive		devout_catholicism
positive		devout_catholicity
positive		devout_commitment
positive		devout_faith
positive		devout_interest
negative		devout_regret
negative		devout_remorse
positive		devoutly
negative		devoutness
positive		dew
positive		dew_worm
negative		dewald_potgieter
negative		dewan_rakyat
negative		dewar_flask
positive		dewdrop
positive		deweyan
positive		dewlap
negative		dewy_dock
negative		dewy_paint
positive		dewy_plaster
positive		dewy_washcloth
positive		dewy_wipe
negative		dewy_woodland
negative		dexamethasone
positive		dexchlorpheniramine
positive		dexedrine
negative		dexlansoprazole
negative		dexmethylphenidate
positive		dexter_with
positive		dexterity
positive		dexterous
positive		dexterously
positive		dextral_spiral
positive		dextran
negative		dextroamphetamine
positive		dextroamphetamine_dexedrine
positive		dextroamphetamine_sulfate
positive		dextroamphetamine_sulphate
negative		dextrocardia
positive		dextrorotary_spiral
positive		dextrorotatory_spiral
positive		dextrously
negative		deymorin
negative		dgge
negative		dgia
negative		dhal
negative		dhamma
positive		dhamma_vicaya
negative		dhammayut
negative		dhangar
negative		dharasana_satyagraha
positive		dharma
negative		dharmachakra_mudra
positive		dharmakya
negative		dharmic
positive		dhatrigram
negative		dhaun
negative		dhikr
positive		dhoti
positive		dhubh
positive		dhul
positive		dhul_hijjah
positive		dhyana
negative		diabetes
negative		diabetes_affiliation
negative		diabetes_care
negative		diabetes_epidemic
negative		diabetes_epiphytotic
negative		diabetes_epizootic
negative		diabetes_medicine
negative		diabetes_mellitus
negative		diabetes_pandemic
negative		diabetes_pestilent
negative		diabetes_pestilential
negative		diabetes_plaguey
negative		diabetes_tie
negative		diabetic
negative		diabetic_coma
negative		diabetic_complication
positive		diabetic_kidney_disease
positive		diabetic_macular_edema
positive		diabetic_nephropathy
negative		diabetic_neuropathy
negative		diabetic_patient
negative		diabetic_ramification
negative		diabetic_retinopathy
negative		diabetic_supply
negative		diabetis
negative		diabolic
positive		diabolic_clone
negative		diabolic_conspiracy
negative		diabolic_magic
positive		diabolic_plan
negative		diabolic_stepmother
negative		diabolic_worship
negative		diabolical
negative		diabolically
negative		diabolism
positive		diabulimia
positive		diachronic
positive		diaconal_ministry
positive		diaconate
positive		diacritic
negative		diadem
positive		diadema_antillarum
negative		diafiltration
negative		diagnosable
negative		diagnosable_mental_disease
negative		diagnose
negative		diagnose_breast_cancer
negative		diagnose_cancer
negative		diagnose_disease
negative		diagnose_illness
negative		diagnosing_cancer
positive		diagnosis
positive		diagnostic
positive		diagnostic_accuracy
positive		diagnostic_assay
positive		diagnostic_equipment
positive		diagnostic_flavor
positive		diagnostic_imaging_technology
positive		diagnostic_laboratory
negative		diagnostic_medical_sonography
negative		diagnostic_method
positive		diagnostic_pathology
positive		diagnostic_procedure
positive		diagnostic_specificity
positive		diagnostic_tool
positive		diagnostic_truth
positive		diagnostic_workup
negative		diagnostically
positive		diagnostics
positive		diagonal
negative		diagonal_wound
negative		diagonalizable
positive		diagonally
positive		diagram
positive		diagram_fig
positive		diagrammatic
positive		diagrammatically
negative		dialect
positive		dialectic
positive		dialectical
positive		dialectical_behavior_therapy
positive		dialectical_relationship
positive		dialectically
