"term","sentiment"
"auto mechanic","88.2"
"auto part store","-3"
"auto pilen","3.8"
"auto repair shop","-2"
"auto reply","90.7"
"auto shop","6.9"
"auto showroom","-7"
"auto theft","-16"
"autobahn","76"
"autobahnen","78.3"
"autobiographical","78.6"
"autobiographical account","78.6"
"autobiographical book","-8"
"autobiographical memoir","78.6"
"autobiographical sketch","78.6"
"autobiography","-8"
"autobot ship","-90"
"autocorrelation","-70"
"autocracy","-83"
"autocrat","-71"
"autocratic","-84"
"autocratic regime","-83"
"autocratic rule","-83"
"autocratically","-85"
"autoerotic","13.1"
"autofocus system","-84"
"autograft","-82"
"autograph","8.2"
"autographion","7.3"
"autoignition","-78"
"autoignition temperature","-85"
"autoimmune","-85"
"autoimmune attack","4.7"
"autoimmune condition","-73"
"autoimmune disease","-73"
"autoimmune disorder","-73"
"autoimmune hemolytic anemia","-69"
"autologous blood","69.5"
"autologous donation","69.5"
"autologous fat","-82"
"automate","79.8"
"automated backup","72.8"
"automated clearing house","6.8"
"automated planet finder","-58"
"automated teller","13.1"
"automated teller machine","13.1"
"automatic","88.1"
"automatic backup","72.8"
"automatic car","2.5"
"automatic excommunication","90.9"
"automatic firearm","78.2"
"automatic handgun","-78"
"automatic pistol","-75"
"automatic renewal","83.9"
"automatic reply","90.7"
"automatic rifle","-90"
"automatic suspension","-6"
"automatic teller machine","3.9"
"automatic weapon fire","-92"
"automatically","82"
"automatically activate","-72"
"automatically debited from","12.2"
"automatically detect","-4"
"automatically disconnect","-9"
"automatically expire","83.9"
"automatically reconnect","-9"
"automatically renew","83.9"
"automatically shuts off","10.9"
"automation","8.6"
"automatism","2"
"automaton","6.3"
"automobil gesellschaft","-80"
"automobile","5.9"
"automobile accident","-93"
"automobile collision","-93"
"automobile crash","-93"
"automobile dealership","-7"
"automobile exhaust","-7"
"automobile industry","5.9"
"automobile liability insurance","4.2"
"automobile manufacturer","5.9"
"automobile model","10.2"
"automobile tire","7.5"
"automobile traffic","-97"
"automorphic","79.7"
"automotive","5.9"
"automotive analyst","71.1"
"automotive fuel","88.2"
"automotive gasoline","86"
"automotive navigation","10.7"
"autonomic arousal","87.3"
"autonomic dysfunction","-74"
"autonomously","74.1"
"autonomy","-66"
"autophagic","-72"
"autoplasty","78.8"
"autopsy","-6"
"autoresponder","6.2"
"autosomal dominant disorder","-68"
"autosomal dominant inheritance","74.7"
"autosomal recessive","-68"
"autosomal recessive disease","-51"
"autosomal recessive disorder","-68"
"autostrada","78.3"
"autostrada del sole","78.3"
"autostrade","78.3"
"autosub","-4"
"autotopagnosia","-74"
"autrefois acquit","-77"
"autumn","-4"
"autumn equinox","7.5"
"autumn foliage","-94"
"autumn gentian","-77"
"autumn leaf","-94"
"autumn olive","-68"
"autumn sneezeweed","-73"
"autumnal","-79"
"autumnal equinox","7.5"
"auxiliary","-83"
"auxiliary equipment","3.2"
"auxiliary gym","3.7"
"auxiliary verb","76.6"
"av conduction","-67"
"avail","87.3"
"avail able","3.9"
"availability","85.9"
"availability heuristic","75.9"
"available","3.9"
"available electronically","77.4"
"avait connu","76.6"
"avalanche","-4"
"avalanche breakdown","-9"
"avalanche danger","-4"
"avalanche hazard","-4"
"avalanche occur","-4"
"avalokiteshvara","9.4"
"avalokitesvara","9.4"
"avalokitevara","9.4"
"avant-garde","78"
"avant garde","-71"
"avant garde art","-12"
"avant garde artist","-71"
"avant garde cinema","-70"
"avant garde composer","93.7"
"avant garde filmmaker","-70"
"avant garde jazz","90.1"
"avant garde movement","-12"
"avant gardism","-79"
"avant gardist","-71"
"avarice","-75"
"avaricious","-33"
"avariciousness","-83"
"avascular","-73"
"avce","3.6"
"avdo","14.8"
"avec qui","93.5"
"aveeno","4.6"
"avena sativa","88.3"
"avenae","-84"
"avenge","82.9"
"avenger","82.7"
"aventador","72.8"
"avenue","-3"
"aver","61.5"
"average","5.3"
"average altitude","5.9"
"average annual precipitation","-7"
"average annual rainfall","-7"
"average annual salary","89.3"
"average attendance","74.2"
"average density","88.1"
"average hourly wage","92.3"
"average iq","-86"
"average life span","5.9"
"average lifespan","5.9"
"average out","-66"
"average precipitation","-7"
"average rainfall","-7"
"average score","91.6"
"average wage","92.3"
"average yearly rainfall","-7"
"averageness","61.1"
"averment","77.8"
"averse","-85"
"aversely","-83"
"averseness","-85"
"aversion","-28"
"aversion therapy","69.5"
"aversive","87.3"
"aversive racism","-73"
"aversive stimulation","66.1"
"aversive stimulus","81.1"
"aversive therapy","69.5"
"avert","-85"
"avert automatic","-85"
"avert bankruptcy","92.3"
"averted vision","65.2"
"averting","81.8"
"avialae","-84"
"avian","4.1"
"avian conservation","3.1"
"avian influenza","-76"
"avian pox","85.2"
"aviation","4.1"
"aviation biofuel","86"
"aviation fuel","86"
"aviation gasoline","86"
"aviation turbine","88.2"
"aviator","85.8"
"avicularia","-64"
"avid","92.7"
"avid golfer","73.8"
"avidity","-85"
"avidly","92.8"
"avidness","-43"
"avidya","-94"
"avinashi","-71"
"avitaminosis","-65"
"avma web site","8"
"avocado","88.8"
"avocado jungle","-75"
"avocado salad","4.3"
"avocation","81.6"
"avoid","-87"
"avoid accident","11.6"
"avoid bankruptcy","84.9"
"avoid caffeine","-10"
"avoid commitment","-86"
"avoid conflict","86"
"avoid conversation","-87"
"avoid crash","77.8"
"avoid death","82.3"
"avoid dehydration","-75"
"avoid detection","-1"
"avoid detention","14.2"
"avoid direct sunlight","96.8"
"avoid failure","84.9"
"avoid fall","84.9"
"avoid fight","84.9"
"avoid food","-87"
"avoid injury","13.5"
"avoid jargon","-2"
"avoid pain","-85"
"avoid paying tax","-84"
"avoid person","-87"
"avoid predation","84.2"
"avoid pregnancy","75.2"
"avoid problem","11.6"
"avoid responsibility","-86"
"avoid work","-86"
"avoidable","84.3"
"avoidance","-86"
"avoidance behavior","66.1"
"avoidant","-73"
"avoidant personality disorder","-60"
"avoided","-89"
"avoided arbitration","8.9"
"avoiding","-81"
"avoiding caffeine","-10"
"avoirdupois pound","-67"
"avow","65"
"avowal","-74"
"avowed","91"
"avowedly","91"
"avrcp","8"
"avro anson","-81"
"avro avian","-81"
"avrom","-59"
"avsm","64"
"avtozavodskaya","66.3"
"avuncular","75.2"
"await","-65"
"await execution","-86"
"awaiting burial","-6"
"awaiting demolition","-2"
"awaiting execution","-86"
"awaiting restoration","10.2"
"awake","13"
"awaken","6.9"
"award","88.3"
"award-winning","91.2"
"award ceremony","85.3"
"award fund","83"
"award nomination","11.5"
"award provided","73.3"
"award support","77.4"
"award totaling million","87.5"
"award type award","86.6"
"award winner","8"
"award winning actor","80"
"award winning composer","93.7"
"award winning documentary","76.2"
"award winning documentary film","76.2"
"award winning filmmaker","-69"
"award winning journalist","77.2"
"award winning songwriter","93.7"
"awarded biannually","85.9"
"awarded biennially","85.9"
"awards ceremony","85.3"
"awardthe","11.5"
"aware","96.8"
"awareness","10.3"
"awareness campaign","-81"
"awash","-82"
"away","-79"
"away crime","-87"
"awe","-33"
"awed","35.4"
"aweless","56.3"
"awesome","77.9"
"awesomely","-80"
"awestricken","35.6"
"awestruck","35.6"
"awful","-28"
"awful event","-64"
"awful mistake","-28"
"awful silence","6.7"
"awfully","-89"
"awfulness","-83"
"awgn","-87"
"awhile","6.7"
"awing","71.4"
"awkward","-89"
"awkward angle","90.6"
"awkward gait","-9"
"awkward position","-89"
"awkward posture","-69"
"awkwardly","-71"
"awkwardness","-71"
"awless","56.3"
"awry","-82"
"ax","-5"
"ax quote","8"
"axe","-85"
"axe blade","-4"
"axial","7.1"
"axial force","-86"
"axial load","-86"
"axial rotation","94.3"
"axial strain","-6"
"axially","82.3"
"axially symmetric","-89"
"axillary dissection","-78"
"axillary nerve","-25"
"axiological","69.2"
"axiom","16.3"
"axiomatic","93.2"
"axiomatic approach","-94"
"axiomatize","-94"
"axis occupation","5.4"
"axis parallel","-79"
"axis theorem","-76"
"axisymmetric","-76"
"axisymmetry","80.2"
"axle","6.1"
"axonal damage","-80"
"axonal degeneration","-80"
"axonometric projection","6"
"axotomy","-80"
"ay","-89"
"ayahuasca","-87"
"ayane","4.4"
"ayasofya","21.1"
"aye","77.9"
"ayers rock","-77"
"ayrshire","68.3"
"aysn region","-83"
"ayurveda","-5"
"ayurvedic","-5"
"ayurvedic medical","-5"
"ayurvedic medicine","-5"
"azadirachta indica","-79"
"azazel","-68"
"aziz dweik","3.9"
"azo dye","9.8"
"azole","70.3"
"azoth","93"
"azure blue","12.2"
"azure sea","90.3"
"azure sky","5.8"
"azurite","9.8"
"azz","-4"
"b degree","-68"
"ba degree","-68"
"ba lot of out","-86"
"ba relief","7.9"
"baal peor","-88"
"baalim","-57"
"bab el","80.2"
"baba yaga","-80"
"babassu","77.3"
"babassu oil","-79"
"babassu palm","77.7"
"babble","-71"
"babbling","-71"
"babe","93.9"
"babe ruth","7"
"babek rayon","-19"
"babesia","78.4"
"babesia microti","74.1"
"babinski","82.9"
"babinski reflex","69.3"
"babinski sign","76.3"
"baby","93.9"
"baby action","97"
"baby bird","3.1"
"baby born","8.4"
"baby born prematurely","-73"
"baby bottle","-3"
"baby boy","93.9"
"baby brine shrimp","-78"
"baby bump","58.2"
"baby carriage","7.2"
"baby cat","94.4"
"baby chick","6.5"
"baby chicken","9.9"
"baby cow","4.1"
"baby crib","76.3"
"baby cry","-94"
"baby daddy","5.8"
"baby deer","10.1"
"baby dog","11.8"
"baby flower","8"
"baby formula","68.5"
"baby girl","93.9"
"baby mama","-33"
"baby mammoth","96"
"baby panda","5.3"
"baby powder","8.4"
"baby shampoo","8.4"
"baby shower","11.4"
"baby sitter","83.3"
"baby spinach","90.7"
"baby stroller","7.2"
"baby teeth","-88"
"babycall","79.9"
"babygap","-61"
"babyish","-30"
"babysit","85.7"
"babysitter","76.7"
"bacardi rum","-4"
"baccalaureate","-68"
"baccalaureate degree","73.8"
"baccalaureate nursing","-74"
"baccalaureate nursing program","-74"
"baccatum","-2"
"bacchanalia","-95"
"bacchanalian","-94"
"bacchante","6.9"
"bach festival","29"
"bachata","71.9"
"bachelor","-88"
"bachelor degree","4.2"
"bachelor pad","6.9"
"bachelor party","79"
"bachelorette party","8.2"
"bacillary dysentery","-75"
"bacillus calmette guerin bcg","-76"
"bacitracin","70.5"
"back","82.3"
"back-ganging","80"
"back-room","83.4"
"back-up","83.8"
"back airplane","24.3"
"back bone","89.7"
"back delon armitage","-71"
"back door","84.4"
"back fire","76.6"
"back forth","8.4"
"back house","84.4"
"back le veon","3.7"
"back malaria rbm","6.3"
"back off","-7"
"back pain","-86"
"back pocket","9.2"
"back porch","7.4"
"back seat","-76"
"back sofa","-4"
"back spasm","-71"
"back to black","83.6"
"back up","33.1"
"back yard","9.2"
"backache","-90"
"backbend","-64"
"backbite","-75"
"backbiter","-76"
"backboard","-81"
"backbone","12.3"
"backchat","-86"
"backdoor","-84"
"backdrop","4.5"
"backed poison frog","8.3"
"backfire","88"
"backflip","85.2"
"backgammon","2.9"
"background color","92.6"
"background luminance","76.1"
"background noise","-80"
"backhand","-91"
"backhand return","-91"
"backhand slice","-91"
"backhand winner","-91"
"backhander","-10"
"backhoe","6.9"
"backing","85.3"
"backing singer","89.1"
"backlash","-94"
"backlash against","-71"
"backless","-80"
"backlit","3.1"
"backlit display","4.2"
"backlog","-80"
"backlogged","-80"
"backorder","-70"
"backpack","4.9"
"backpacker","4.9"
"backplane","5.4"
"backplate","79.5"
"backpressure","-9"
"backrest","8.1"
"backseat","-58"
"backseat driver","-76"
"backside","2.4"
"backslide","-77"
"backslider","-84"
"backspin","4.4"
"backsplash","10.4"
"backstage","90.4"
"backstair","-82"
"backstory","95.2"
"backstroke","84.3"
"backstroke swimmer","-6"
"backsword","86.1"
"backtalk","-82"
"backup","72.8"
"backup battery","6.3"
"backup copy","72.8"
"backup exec","72.8"
"backup man","-67"
"backup restore","72.8"
"backup server","72.8"
"backup singer","89.1"
"backup tape","72.8"
"backup utility","72.8"
"backward","-78"
"backwardation","79.6"
"backwardness","-63"
"backwards","12"
"backyard","84.4"
"backyard garden","34.1"
"backyard poultry","3.1"
"backyard telescope","65.2"
"baclofen","77.4"
"bacon","70.9"
"bacon sandwich","89.2"
"bacon strip","70.9"
"bacteremia","-88"
"bacteremic","-88"
"bacteria","80.5"
"bacteria invade","-84"
"bacteria multiply","-84"
"bacteria order","77.3"
"bacteriae","80.2"
"bacterial blight","-71"
"bacterial canker","-71"
"bacterial colonization","-77"
"bacterial contamination","-78"
"bacterial disease","74.1"
"bacterial fermentation","5.2"
"bacterial growth","-3"
"bacterial infection","-73"
"bacterial leaf spot","-71"
"bacterial overgrowth","-8"
"bacterial plaque","-77"
"bacterial pneumonia","-88"
"bacterial soft rot","-95"
"bacterial spot","-71"
"bacterial toxin","71.9"
"bacterial vaginosis bv","-74"
"bactericidal","70.3"
"bacteriocidal","70.3"
"bacteriocin","71.9"
"bacteriologist","63.9"
"bacteriology","-79"
"bacteriostatic","79.1"
"bacterium","-94"
"bacterium rickettsia","-17"
"bactrian camel","-75"
"bactrim","70.7"
"baculum","80.8"
"bad","-27"
"bad-smelling","7.5"
"bad action","-79"
"bad air","-67"
"bad airette","-67"
"bad attitude","-33"
"bad behavior","-15"
"bad blood","-41"
"bad boy","-15"
"bad breath","-87"
"bad camera","-87"
"bad camera time","-88"
"bad character","-67"
"bad child","-8"
"bad choice","-76"
"bad citizen","-88"
"bad climate","-72"
"bad communication","-89"
"bad company","-82"
"bad connection","-4"
"bad couple","-95"
"bad credit","-8"
"bad customer","-87"
"bad dream","-81"
"bad drug","-10"
"bad drug spill","-10"
"bad egg","-69"
"bad experience","-73"
"bad eyesight","-7"
"bad fairy","-77"
"bad feeling","-83"
"bad flatmate","-80"
"bad food","-84"
"bad girl","-87"
"bad grade","-10"
"bad guy","-81"
"bad habit","-7"
"bad hair day","-20"
"bad haircut","-84"
"bad hat","-77"
"bad health","-14"
"bad influence","-64"
"bad injury","-80"
"bad joke","90.8"
"bad karma","-19"
"bad kid","-93"
"bad knee","-10"
"bad liar","-11"
"bad luck","-17"
"bad man","-88"
"bad management","-82"
"bad manner","-11"
"bad manners","-76"
"bad marriage","-95"
"bad meal","-87"
"bad memory","-83"
"bad mood","-7"
"bad music","-83"
"bad news","-83"
"bad nightmare","-90"
"bad odor","5.1"
"bad omen","-99"
"bad organization","-82"
"bad person","-9"
"bad pillow","-63"
"bad publicity","-75"
"bad pun","-86"
"bad quality","-4"
"bad read","-3"
"bad reception","-83"
"bad rest","-81"
"bad service","-65"
"bad situation","-93"
"bad smell","-88"
"bad staff","-65"
"bad student","-29"
"bad surprise","-82"
"bad taste","-81"
"bad team","-82"
"bad temper","-30"
"bad tempered","-88"
"bad time","-36"
"bad vision","-16"
"bad weather","-95"
"bad word","-73"
"bad writing","-74"
"badaling expressway","2.5"
"badbadnotgood","84.1"
"badboy","-15"
"baddie","-78"
"baddy","-78"
"bade farewell","6.2"
"badge","66.4"
"badger","-75"
"badger herald","-71"
"badger skunk","-60"
"badinage","-87"
"badly","-92"
"badly hit","-81"
"badly hurt","-73"
"badly injured","-19"
"badlydrawnjeff","67.8"
"badminton","3.1"
"badminton association","3.1"
"badminton club","3.1"
"badness","-8"
"badugi","13.3"
"baffle","-8"
"bafflement","-72"
"bafflingly","82.5"
"bafta","11.5"
"bafta fellowship","11.5"
"bag","3.7"
"bag lunch","7.8"
"bag pack","3.2"
"bag stuffed with","3.1"
"bag valve","-72"
"bagel","2.6"
"bagel shop","7.2"
"baggage","3.5"
"baggage allowance","7.6"
"baggage car","-63"
"baggage carousel","3.5"
"baggage claim","3.5"
"baggage compartment","3.5"
"baggage handling system","12.3"
"baggage trunk","3.5"
"baggie","-3"
"baghdad international airport","-69"
"bagle","-83"
"bagman","-87"
"bagnio","84.1"
"bagoong","93.1"
"bagram","-69"
"bagram airfield","-69"
"bagratid","92.8"
"bagua province","-19"
"bah","-93"
"bah humbug","-33"
"bahna river","-82"
"bai yun","-84"
"baijiu","-91"
"bail","5.2"
"bail awaiting trial","5.2"
"bail bond","5.2"
"bail hostel","-83"
"bail out","-8"
"bail pending trial","5.2"
"bail water","5.8"
"bailable","64.1"
"bailed out","-8"
"bailey","-10"
"bailing out","-8"
"bailing wire","-81"
"bailout","-8"
"bailout fund","-8"
"bailout money","-8"
"bailout package","-8"
"bailout plan","-8"
"bainouk","-72"
"bairn","93"
"bairstow","-77"
"bait","5.4"
"bait fish","5.4"
"bait trap","8.1"
"baited hook","5.4"
"baitfish","5.4"
"bajaur","-5"
"baji","14.8"
"bajram curri","-76"
"bajur","-5"
"bake","5"
"bake bean","6.8"
"bake bread","5"
"bake cake","83.7"
"bake cookie","92.8"
"bake food","2.7"
"bake good","4.1"
"bake goods","5"
"bake oven","5.5"
"bake pan","3.1"
"bake product","4.2"
"bake sale","7"
"bake shop","7.2"
"bake treat","4.1"
"baked bean","78.1"
"baked chicken","7.2"
"baked goods","89.3"
"baked potato","5"
"baker","4.7"
"baker hostetler","5.7"
"bakery","4.6"
"bakery caf","78.1"
"bakeshop","7.2"
"bakewell tart","77.3"
"baking dish","4.6"
"baking pan","4.6"
"baking parchment","4.6"
"baking sheet","4.6"
"baking tray","4.6"
"bakken crude","-6"
"bakounin","-70"
"bal gangadhar tilak","-74"
"balad air base","-69"
"balance","4.9"
"balance beam","83.9"
"balance check account","5.4"
"balance checkbook","93.4"
"balanced budget","7.2"
"balanced deficit reduction","-85"
"balanced diet","83.1"
"balanced lifestyle","77.6"
"balanced meal","-87"
"balanced perspective","16"
"balanced precariously","-87"
"balanchine","9"
"balancing act","-7"
"balcony","4.5"
"balcony rail","17.4"
"balcony seat","4.5"
"bald","-4"
"bald eagle","5.9"
"bald eagle nest","-82"
"bald guy","65"
"bald head","-14"
"bald hill","8.5"
"bald man","-62"
"bald patch","94.3"
"bald pate","-2"
"balderdash","70.2"
"baldfaced hornet","-72"
"balding","-68"
"balding head","-62"
"balding man","-77"
"baleful","-68"
"balefully","-4"
"balfron tower","-66"
"baling wire","-81"
"balint syndrome","-74"
"balk","-71"
"balkan gagauz turkish","-66"
"balkanization","88"
